Gene,pearson
SLC25A38,0.04139
ITM2C,0.04139
ZNF324B,0.0414
C6orf62,0.04142
TRIM77,0.04145
USP15,0.04149
RRAS2,0.04149
LHX1,0.0415
ESCO2,0.0415
EFNA2,0.04151
RETN,0.04151
CREG2,0.04151
TGIF1,0.04154
DPYSL2,0.04155
SLC37A1,0.04159
FOXQ1,0.04159
CT62,0.04159
UGT8,0.0416
PIGT,0.04161
REEP4,0.04165
NEUROG1,0.04165
CPE,0.04166
MMP10,0.04168
SLC9B1,0.04171
DUXA,0.04172
ISG20,0.04173
AGAP2,0.04174
OASL,0.04175
IPO7,0.04175
ZCCHC2,0.04177
KDM2B,0.04178
ANKRD13C,0.04178
ANKRD29,0.04183
WDR78,0.04184
ESRRA,0.04185
KLC3,0.04187
THAP10,0.04189
CLTB,0.0419
ZBTB48,0.04192
CDC25C,0.04193
PFKP,0.04193
HTR6,0.04194
ARCN1,0.04194
SSR2,0.04197
RAB11FIP4,0.042
BDP1,0.042
ZNF695,0.042
IFIT3,0.04202
RCOR2,0.04203
ANKS4B,0.04203
PCDHA11,0.04203
IL21R,0.04204
PRICKLE2,0.04204
IQCH,0.04205
SLC25A16,0.04206
KRT25,0.04206
CXCR6,0.04206
TMEM45B,0.04207
SMCHD1,0.04207
POLA2,0.04208
SGSH,0.04211
SLAIN2,0.04212
ANP32E,0.04214
GNG8,0.04216
C3AR1,0.04218
GUCD1,0.04218
ZNF329,0.04219
ZNF28,0.0422
FHOD3,0.0422
SLC25A46,0.0422
RNF139,0.04221
HAND2,0.04222
ACCS,0.04224
MTFR1L,0.04224
MYBPC1,0.04226
GNG13,0.04226
FFAR4,0.04226
SETD5,0.04229
TNFRSF11A,0.04229
ANKRD12,0.0423
C6orf52,0.04231
NR2C1,0.04233
ALOX12,0.04236
FAM151B,0.04237
PLCB4,0.04238
DBNL,0.04238
AHNAK,0.04238
FBXL6,0.04239
EPGN,0.04241
HEPHL1,0.04242
SRSF11,0.04245
ABCG5,0.04246
MIS18A,0.04247
MOB3A,0.04249
DSG4,0.0425
ADH5,0.04251
NKX6-2,0.04252
LRRC1,0.04252
GRHL3,0.04253
RUVBL1,0.04254
TMEM109,0.04255
LYRM9,0.04255
WFS1,0.04256
MEGF8,0.04257
LILRA2,0.04258
PSTK,0.04258
CLPS,0.04261
TEAD3,0.04263
ISCU,0.04266
FEM1C,0.04267
LDB3,0.04269
ZNF556,0.0427
HTATIP2,0.04271
SNAPC4,0.04273
CTDSP2,0.04273
KBTBD4,0.04274
CYTH1,0.04275
CACNB3,0.04275
MSANTD1,0.04275
SMCO2,0.04275
IGSF11,0.04276
ABAT,0.04276
GMNN,0.04277
CRIM1,0.04279
PHOSPHO1,0.0428
MBOAT7,0.0428
ASGR2,0.04281
SEZ6L2,0.04281
MECOM,0.04282
ADIRF,0.04284
HOGA1,0.04284
ZC3H12C,0.04285
RNF39,0.04286
SLC35G5,0.04286
HPCAL4,0.04288
CYLD,0.0429
GLRX,0.04291
SLC25A47,0.04293
FBXW10,0.04294
H2AFY,0.04295
SENP8,0.04297
TMEM205,0.04298
UBLCP1,0.04299
CRYBB2,0.04299
WDR90,0.04301
CBFA2T2,0.04306
MAS1,0.04308
CETN1,0.04312
SORL1,0.04312
COL27A1,0.04313
POLR2A,0.04314
FAM57A,0.0432
MAP3K9,0.04321
GLG1,0.04322
GNG11,0.04322
SLC29A4,0.04322
LIX1,0.04324
RCSD1,0.04326
ATG3,0.04329
DNTT,0.0433
NAGLU,0.04332
HOXD8,0.04333
DUS4L,0.04334
RIMKLA,0.04335
FAM131B,0.04337
SULT2B1,0.0434
GOSR2,0.0434
CDH17,0.0434
ANKRD17,0.04341
BSN,0.04342
PROKR1,0.04344
RBM12B,0.04344
CHST8,0.04344
FCRL3,0.04345
RASGEF1C,0.04346
DGKQ,0.04348
ANKRD30A,0.04348
IPPK,0.04352
FAM57B,0.04353
MKX,0.04354
C9orf24,0.04355
ERMN,0.04356
CAMKK1,0.04357
CNTN2,0.04358
SF1,0.04361
SNX9,0.04362
NKX6-1,0.04364
MKRN2,0.04364
NTRK1,0.04364
BPNT1,0.04365
CREM,0.04365
DSCR4,0.04367
GLIPR1L1,0.04369
FEZ2,0.04372
CYHR1,0.04374
CXCL3,0.04374
DPYS,0.04375
SERPINA3,0.04376
SH3D21,0.04379
CYP2C19,0.04382
GDAP1L1,0.04383
HHAT,0.04384
UBD,0.04386
ZNF165,0.04386
MARCH5,0.04387
DUSP3,0.04388
GPR161,0.04391
PGRMC2,0.04391
DISP1,0.04393
PSMC6,0.04398
ADCY8,0.04399
ATP9A,0.044
SMOX,0.044
USP25,0.04401
PGM1,0.04402
ANK2,0.04402
TOX4,0.04404
FBXO38,0.04405
PALM3,0.04413
FAM13B,0.04413
UCP2,0.04414
EPC1,0.04418
PROM2,0.04419
DCDC2,0.04419
SLC24A1,0.04421
LSM1,0.04421
GPCPD1,0.04422
HEXIM2,0.04423
GSTM1,0.04423
GIMAP4,0.04423
VHL,0.04424
PDGFRL,0.04425
CDC25A,0.04425
HEPN1,0.04428
FBL,0.04429
CCDC37,0.04429
PTPN2,0.0443
NANOS2,0.0443
POLH,0.04431
CCDC13,0.04431
TSPAN16,0.04432
SRD5A3,0.04432
ZNF600,0.04434
UBE2B,0.04435
ANXA13,0.04435
GADD45A,0.04437
CCDC63,0.04438
XYLT2,0.04438
TRIM69,0.04438
DNAL1,0.04439
TMEFF1,0.0444
LRP5L,0.04442
ARFGEF2,0.04445
GPX8,0.04451
QSOX1,0.04451
SERPINA5,0.04453
GGACT,0.04453
NUDT19,0.04453
KPNA4,0.04453
KCTD4,0.04454
TBR1,0.04455
PSG8,0.04455
SAC3D1,0.04456
C5orf63,0.04457
METTL25,0.04459
AP1B1,0.04459
EPAS1,0.0446
WBSCR28,0.0446
KIAA1429,0.04461
UHRF1BP1,0.04462
PCNXL2,0.04462
LGALS16,0.04464
SLC24A3,0.04465
ZNF77,0.04465
F11,0.04465
EPHA7,0.04465
ATG4C,0.04467
TOX2,0.04468
FBLN2,0.04469
RNASE4,0.04473
MVB12B,0.04474
HMGN1,0.04476
MARVELD3,0.04476
PLA2G3,0.04477
SCN11A,0.04478
ITPKA,0.04478
TRADD,0.0448
PPP1R11,0.04483
SNRPA1,0.04483
SSBP2,0.04487
QTRT1,0.04487
SUSD2,0.04487
PAXBP1,0.04488
SLC27A3,0.04489
CXCL5,0.04494
GIPR,0.04498
JAKMIP1,0.045
ALDH9A1,0.04501
CDH19,0.04501
RAD21,0.04502
ELSPBP1,0.04503
TMEM170B,0.04503
ANKHD1,0.04504
C10orf111,0.04504
SMARCAD1,0.04505
REM2,0.04506
DIRAS1,0.04506
TGM3,0.04508
LGALS2,0.04509
CD72,0.04514
TPTE,0.04515
NID1,0.04516
DLG4,0.04516
KCTD11,0.04516
CXXC4,0.04518
PGAP1,0.0452
SLC51A,0.0452
LRRC59,0.0452
ZNF804A,0.0452
RHBDL1,0.04521
MTMR11,0.04523
DNAJB11,0.04524
INTS5,0.04524
NPR2,0.04526
LCE3D,0.04527
NUSAP1,0.04529
SFSWAP,0.04529
LRTM2,0.0453
NSMF,0.04532
PAX3,0.04533
ARSA,0.04534
C1orf174,0.04536
TNFRSF21,0.04537
MAZ,0.0454
TRPV4,0.04541
HES1,0.04542
ARVCF,0.04543
LCE6A,0.04543
LZTS2,0.04544
C6orf136,0.04544
CER1,0.04545
ACOX1,0.04545
ACTL8,0.04546
AVEN,0.04549
KCNH2,0.04549
ACTL7A,0.04549
CD40,0.0455
C4orf17,0.0455
RAP2A,0.04551
IZUMO3,0.04552
ATF6B,0.04553
ARHGEF11,0.04554
SCML4,0.04557
CYB5RL,0.04558
INVS,0.04558
C1orf111,0.04558
ROGDI,0.04562
URAD,0.04562
GSG2,0.04563
BPIFA1,0.04564
MYO5B,0.04565
ARSB,0.04566
EMILIN2,0.04566
TRIM23,0.04566
PNPLA2,0.04573
YBX3,0.04575
BVES,0.04576
FLNC,0.04577
RAMP3,0.04577
ZNF396,0.04577
ARHGAP12,0.04578
TRPC3,0.04579
TUBGCP4,0.04581
PEX1,0.04581
PLD4,0.04581
KIAA1671,0.04588
RETNLB,0.04588
KAZALD1,0.04589
SULT4A1,0.04591
BRCA1,0.04592
STYX,0.04596
OTOF,0.04597
IGJ,0.04597
ADH7,0.04598
FCAMR,0.04598
SPRY4,0.04598
ADAM33,0.04601
ATOH7,0.04604
SLC9A4,0.04606
CCDC81,0.04607
SOX5,0.04608
C19orf73,0.0461
PYCR2,0.04613
MFSD6L,0.04614
LHX2,0.04623
ZIC2,0.04624
FA2H,0.04624
PRKAG2,0.04624
STRADB,0.04625
C3orf80,0.04626
FANCG,0.04628
RAG1,0.04628
R3HCC1,0.04629
SPAG1,0.04629
ODF3L2,0.04631
CALM2,0.04632
GOLGA8R,0.04632
RHOQ,0.04633
MFF,0.04633
CRYGB,0.04633
FKBP1B,0.04635
RTL1,0.04637
SRCAP,0.04637
C7orf31,0.04638
C1orf35,0.04638
SIRPB2,0.04639
SEMA4F,0.04642
BCAT1,0.04642
RGS14,0.04645
CD74,0.04645
MCL1,0.04651
GTF2E2,0.04651
C17orf49,0.04651
RAN,0.04651
DSPP,0.04652
IL1RN,0.04653
FMN1,0.04654
TFCP2L1,0.04655
AMPD3,0.04656
INCENP,0.04657
RSPO3,0.04657
NELL2,0.04657
KNDC1,0.04658
RAB31,0.04659
LPHN3,0.04659
CLPP,0.0466
SLC38A7,0.0466
ST8SIA1,0.04664
SCAF11,0.04664
JAKMIP3,0.04665
MFSD12,0.04666
TPM2,0.04667
SLC12A8,0.04667
PRDM11,0.04672
SIGLEC12,0.04674
RNF2,0.04675
NAP1L4,0.04678
WIPF1,0.04679
STRIP2,0.04679
TAS2R60,0.04679
ISCA2,0.0468
ZPBP2,0.0468
KIAA1324,0.04681
ATXN2L,0.04688
C3orf56,0.04691
C9orf57,0.04692
ZNF155,0.04697
ADAMTSL1,0.04697
PSG11,0.047
SPNS1,0.04701
GPRC5A,0.04703
OTUD7A,0.04705
YIPF2,0.04708
NAT1,0.04708
GDF9,0.04709
TFDP2,0.04709
SFN,0.04713
DOPEY1,0.04716
PNOC,0.04717
MORC3,0.04717
FAM98A,0.04719
EPS8L1,0.04719
OSTF1,0.0472
HEXIM1,0.0472
FBXO28,0.04721
TMEM229B,0.04724
OSTN,0.04724
ORAI1,0.04726
CACNG5,0.04729
SERPINE1,0.0473
KRTAP10-6,0.04734
SEC61G,0.04737
RNF224,0.04739
ZNF573,0.0474
DEFB124,0.0474
EGLN1,0.0474
B3GNT5,0.04744
SLC10A1,0.04746
FGF6,0.04749
ABHD16B,0.04756
GMFG,0.04757
STK11,0.04758
TMEM154,0.04761
WDR83OS,0.04762
SKA2,0.04767
IL10RA,0.04767
WWC2,0.04768
SP7,0.0477
FBXL18,0.04771
SLC38A4,0.04771
TM4SF4,0.04771
PHYHIPL,0.04771
CRTAC1,0.04774
HIST1H4B,0.04776
KCNJ14,0.04776
CKAP2,0.04777
SNX32,0.04777
PMPCA,0.04781
ID1,0.04782
SLC4A9,0.04782
ELAC1,0.04787
PFDN6,0.04788
UGT2B11,0.04788
CDC42BPB,0.0479
ABTB2,0.0479
FAM19A3,0.04791
B3GALNT2,0.04791
DLC1,0.04793
TRAPPC12,0.04793
LRRC49,0.04795
EXOSC1,0.04796
DUSP7,0.04797
ETS2,0.04798
CAP2,0.04799
KIAA1244,0.04799
CCL23,0.04799
TIMP4,0.04802
SLBP,0.04803
ZSCAN5B,0.04803
MMD2,0.04803
EP300,0.04805
PSMB9,0.04806
SUSD3,0.04808
RDM1,0.04809
AKR1C3,0.0481
NDUFAF4,0.04811
TACC3,0.04812
CTLA4,0.04814
FAM160B1,0.04814
C17orf62,0.04814
INTS3,0.04815
LZTS1,0.04816
SLC12A9,0.04817
KCNK12,0.04819
CCPG1,0.04819
RASEF,0.04819
JPH1,0.0482
SSX2IP,0.0482
SLC44A1,0.04821
RHOD,0.04821
AGXT,0.04826
GRPEL1,0.04829
CCDC58,0.0483
LIPN,0.0483
ANXA2,0.04834
KRTAP19-8,0.04834
SLC5A11,0.04836
MMP28,0.04836
GRAMD2,0.04836
C11orf54,0.04837
TSPAN33,0.04837
ATP2A3,0.04839
LIN28A,0.0484
HIST1H2AM,0.04842
ZNF676,0.04844
KIAA0825,0.04846
CD302,0.04846
GALNT12,0.04847
GLI4,0.04847
GPR162,0.04847
MCTP1,0.04848
ERBB3,0.04851
SNAP47,0.04851
CLPTM1L,0.04852
TBX21,0.04852
POLR2C,0.04853
E2F3,0.04853
ZSCAN25,0.04854
MRGPRX2,0.04856
SCGB2B2,0.04857
MAP7D1,0.04858
DNAJC15,0.04861
FECH,0.04861
PARP16,0.04862
RBM27,0.04862
KIF27,0.04863
LHFP,0.04867
ASAH1,0.04868
C1QTNF5,0.04868
TMEM178B,0.04868
C17orf58,0.04871
LCE1E,0.04871
CKB,0.04872
PDK1,0.04872
PSME4,0.04877
SLC25A20,0.04877
HLA-E,0.04878
TMEM8A,0.0488
OSTC,0.0488
TCTN1,0.04881
PARP4,0.04882
SLC16A7,0.04883
HIST1H2BN,0.04889
ERCC6L2,0.04889
VRK2,0.0489
MCCC2,0.04892
ZBTB16,0.04893
GPC1,0.04895
TMEM151A,0.04897
TDGF1,0.04899
ZNHIT2,0.04905
NSMCE4A,0.04905
NOL11,0.04906
PDE4C,0.04908
SMARCA4,0.04911
POLR3F,0.04912
PAF1,0.04912
SLC6A9,0.04912
NFKBIB,0.04914
MOBP,0.04914
ABCB10,0.04914
TMEM9,0.04916
RGS3,0.04917
CD5,0.04917
APP,0.0492
DERA,0.04923
SLC40A1,0.04928
SRP54,0.0493
ZNF384,0.04931
INSRR,0.04938
DMRTA1,0.04938
BCL2L14,0.04938
BAG2,0.04939
PCCB,0.0494
TMPPE,0.04941
AP1AR,0.04944
OSBP2,0.04945
NDUFB9,0.04945
IST1,0.04946
DNAJB13,0.04948
SLC22A4,0.04949
KCNK18,0.0495
GHSR,0.04951
SNTB2,0.04953
CHRNA2,0.04954
PIEZO1,0.04956
RPAP3,0.04957
PCDH15,0.04958
CCDC134,0.04958
SLC25A41,0.04959
ZNF93,0.04959
VPS13D,0.04962
FAM69A,0.04963
SLC22A15,0.04964
CDK12,0.04966
GGCX,0.0497
MAP3K7CL,0.04972
ZNF169,0.04975
TOR1AIP1,0.04975
WDSUB1,0.04976
HBP1,0.0498
MINA,0.0498
PANK1,0.04983
EYS,0.04985
KITLG,0.04985
TNFRSF8,0.04986
LSP1,0.04988
RASGRF1,0.04988
ARPC4-TTLL3,0.0499
RASA4,0.0499
TMEM243,0.04994
MAFF,0.04995
SLC2A13,0.04995
NES,0.05001
HIST1H2BD,0.05002
BTBD7,0.05005
LMAN2,0.05005
PPHLN1,0.05006
DUOXA1,0.05006
FBN1,0.05012
EIF3M,0.05014
IL1RL2,0.05018
PDCL,0.05019
CYCS,0.0502
NFYA,0.0502
B4GALNT3,0.0502
CNBD1,0.05025
TMEM8B,0.05026
RHCG,0.05026
TMF1,0.05027
CARHSP1,0.05027
CCNJL,0.05029
ELMO2,0.0503
CRY2,0.0503
HAPLN4,0.0503
HLA-A,0.05031
CHI3L1,0.05031
GCC1,0.05031
MT4,0.05031
RAPGEF4,0.05039
TRIT1,0.05041
THAP3,0.05045
GORASP2,0.05045
CCDC6,0.05046
PLXNB1,0.05047
C15orf62,0.05047
TTC39B,0.05048
DLL3,0.0505
SLC45A1,0.0505
LYVE1,0.05051
RGS22,0.05053
ZNF10,0.05057
PTPRT,0.05058
REPIN1,0.05059
ARL4D,0.0506
UAP1L1,0.05061
TCTEX1D1,0.05062
PLCD1,0.05062
TNFAIP2,0.05065
STARD10,0.05066
NMNAT2,0.05066
CLIP1,0.05067
MYRIP,0.05067
RTKN2,0.05068
SMIM19,0.05068
LHCGR,0.05068
SLC39A6,0.05069
KRTAP10-5,0.05069
ALX4,0.05069
UNK,0.0507
LSM7,0.05075
EGFLAM,0.05076
ADAM17,0.05076
CALML4,0.05078
ZNF287,0.05081
C2orf91,0.05084
GPR124,0.05085
TESK1,0.05086
PDCL2,0.05087
IGF2,0.05087
PTRH2,0.05089
AQP4,0.0509
S100Z,0.05094
COLQ,0.05094
RAB4A,0.05096
ANKRD9,0.05096
SIAE,0.05096
SLC22A9,0.05096
CHRNA5,0.05103
TM4SF5,0.05104
SLC38A2,0.05104
MEPCE,0.05107
CCDC74B,0.05109
BPIFB1,0.05111
FGF7,0.05112
CHRNB4,0.05114
TCF15,0.05114
ANKIB1,0.05116
GATA4,0.05116
H2AFJ,0.05117
RAPH1,0.05118
ZSWIM1,0.05119
BTD,0.0512
PPIL4,0.05121
MZB1,0.05122
MAML2,0.05122
YIPF7,0.05123
TPM4,0.05123
MSANTD2,0.05124
SPRYD3,0.05124
DEFB116,0.05128
LMO3,0.05129
PCDHA5,0.05132
COL8A1,0.05138
BTN3A1,0.05138
PTGFRN,0.0514
LMTK2,0.05142
SZRD1,0.05142
HS6ST3,0.05143
ACP1,0.05145
LGR6,0.05147
AHI1,0.05147
PRKCB,0.05148
RAB11FIP1,0.05148
CD93,0.0515
NCAPD3,0.0515
NR3C2,0.05151
LRRK2,0.05151
GLRX3,0.05156
NR2E1,0.05158
ZNF844,0.05159
TBC1D12,0.05159
ST6GALNAC5,0.05161
MMP15,0.05165
GGTLC1,0.05165
TCEB2,0.05167
LCT,0.05168
SLC10A4,0.05169
HLCS,0.05171
WDR45B,0.05171
SLC25A27,0.05171
ZNF2,0.05175
TTC9C,0.05175
ASPM,0.05178
BOLL,0.05178
POTEF,0.05181
C4orf26,0.05181
KIAA1147,0.05182
INSM2,0.05183
RNF223,0.05185
CSF1R,0.05186
GLT8D2,0.05189
C2orf50,0.05189
GCGR,0.05189
STT3B,0.0519
XIRP2,0.05191
UBALD2,0.05192
LIMD1,0.05193
TRIM63,0.05194
SVOPL,0.05195
NRTN,0.05196
DNAJB6,0.05198
NEFH,0.05199
XYLB,0.05201
MOGAT2,0.05201
NTM,0.05201
SORCS2,0.05203
DTD1,0.05205
TDO2,0.05208
HADH,0.0521
RXRG,0.05211
DSCAML1,0.05212
KRTAP10-1,0.05213
NPFFR2,0.05214
PVRL1,0.05214
C19orf18,0.05214
HPN,0.05216
MAFK,0.05216
MTNR1A,0.05218
TAF4B,0.05218
COL4A4,0.05218
SLC26A3,0.05222
SLC2A11,0.05223
EID2B,0.05223
RAB26,0.05226
RNF213,0.0523
SNX21,0.0523
NFYC,0.05233
CLEC16A,0.05235
TRPC4AP,0.05236
LARP6,0.05239
INSR,0.0524
GAL,0.05243
SYNGR1,0.05244
BTLA,0.05245
FAIM2,0.05246
VSIG10L,0.05246
THRA,0.05248
PRDM13,0.0525
CLEC6A,0.05251
ZNF770,0.05251
GLI1,0.05252
CYP2W1,0.05252
ACSF3,0.05252
FAM173A,0.05252
PRDX3,0.05252
RFC1,0.05255
SUV420H2,0.05255
CCT6B,0.05257
RPH3A,0.05258
MED26,0.0526
ZNF79,0.05261
STARD4,0.05263
EAF1,0.05265
SRSF6,0.05267
CCKBR,0.05268
MBL2,0.05268
PTGFR,0.05268
ZNF654,0.05269
PAX7,0.05272
THUMPD2,0.05275
KCNH3,0.05275
PPFIA1,0.05275
NXNL2,0.0528
AREL1,0.05282
LHX3,0.05283
PPM1H,0.05285
NFAT5,0.05285
SRC,0.0529
TPP2,0.0529
PVRL2,0.05291
BBS5,0.05292
KCNN3,0.05294
RLTPR,0.05295
JAM3,0.05295
OLFM3,0.05295
SCGB3A2,0.05298
TRIM62,0.05302
VSTM5,0.05303
TNNI1,0.05303
HTRA3,0.05303
PTPRU,0.0531
RLN3,0.05311
ANKRD55,0.05311
ZNF76,0.05312
PYGB,0.05313
CYP17A1,0.05315
DSG3,0.05316
HRH4,0.05317
ACADVL,0.05319
CMSS1,0.05319
MRC2,0.05319
CCL1,0.05321
NFRKB,0.05322
PDE4A,0.05323
PRSS54,0.05324
ST14,0.05332
ABCD3,0.05332
NCSTN,0.05334
TTC19,0.05337
GSG1L,0.05341
APOE,0.05341
RND1,0.05344
CPNE2,0.05346
TAF8,0.05346
ARL4C,0.05346
KLHL11,0.05347
STXBP2,0.05347
FGG,0.05349
ADCYAP1,0.05349
CDC42EP3,0.05351
C15orf38-AP3S2,0.05352
PRPH,0.05353
APOLD1,0.05355
MCM10,0.05357
SCN5A,0.05358
SMARCB1,0.05358
DNAH1,0.05359
CA12,0.0536
CCL28,0.0536
KCTD10,0.05364
CRYL1,0.05365
SCN1A,0.05365
RASGEF1B,0.05368
FBXL19,0.05369
SH3PXD2A,0.05371
GALK1,0.05374
FNBP4,0.05374
BCAM,0.05375
GDF7,0.05378
SOCS7,0.05378
VPREB3,0.05379
SPTBN2,0.05381
LIN28B,0.05382
GRM3,0.05384
NECAB1,0.05385
ZZZ3,0.05387
PRG3,0.05389
TRAF2,0.0539
RNF6,0.05391
FZD7,0.05392
ABCC10,0.05393
ATP6V1G2,0.05393
C11orf21,0.05394
NUP133,0.05395
ZNF483,0.05396
CRABP1,0.05398
ANKEF1,0.05398
GRID2,0.054
KCNH7,0.054
LRSAM1,0.054
FGFR3,0.05403
LASP1,0.05403
KLHDC8A,0.05405
LIPE,0.05406
ORC1,0.05407
MAT2A,0.05409
PSMB5,0.0541
BARX1,0.05412
FOSL2,0.05416
PCF11,0.05416
MYADML2,0.05418
CCS,0.05426
RYR2,0.05426
DHX16,0.05427
ARID5B,0.05428
OTOS,0.05429
WDR6,0.0543
BROX,0.05431
PDE3A,0.05431
RNF216,0.05432
C2orf61,0.05434
FAM174B,0.05437
C10orf105,0.05438
USP54,0.0544
ATP6AP1L,0.0544
TUSC5,0.05448
KCNS2,0.05448
KIF3B,0.05449
CYP27B1,0.0545
C12orf74,0.05451
DZIP1L,0.05453
GLB1,0.05454
KCTD2,0.05455
ZNF140,0.05457
LATS1,0.05458
IDNK,0.05458
UBE3C,0.05459
GJD2,0.05464
MEX3B,0.05464
RPL24,0.05468
MBLAC2,0.05469
FAM76B,0.05469
LTB4R2,0.05469
PDC,0.0547
DCAF15,0.05472
TCHHL1,0.05472
DDB2,0.05475
C5orf49,0.05476
SUGP1,0.05476
IGFBP3,0.05476
TNPO2,0.05477
SNCG,0.05477
SUPT6H,0.05478
C19orf71,0.05478
SMARCD3,0.05479
IFT140,0.05479
EPB42,0.05482
TMEM184B,0.05482
TDRD5,0.05483
TTYH2,0.05483
C18orf42,0.05483
KDR,0.05483
AGA,0.05487
AMACR,0.05487
KCNH1,0.05489
SNAPIN,0.05492
PCDHGA8,0.05493
TMEM167B,0.05497
SLC13A5,0.05499
EMC9,0.055
SEPW1,0.05502
NUDT12,0.05502
PHF3,0.05502
MAPK4,0.05503
C8orf37,0.05503
C12orf56,0.05504
ADAM7,0.05504
HSD3B7,0.05505
TRIML2,0.05505
PDS5A,0.05507
RCBTB1,0.0551
STARD7,0.0551
FBXW7,0.0551
ZNF320,0.05511
ZNF410,0.05512
NFE2,0.05513
PKNOX1,0.05517
SVIL,0.05517
THBS3,0.05518
C8G,0.05518
GUCA2B,0.05519
FBXO27,0.0552
CXCL10,0.05521
CPNE6,0.05521
C19orf38,0.05528
FXYD1,0.05528
NUP50,0.05528
TECTA,0.05529
CTSK,0.05529
ACOT6,0.0553
TMEM182,0.05531
C9orf89,0.05534
SMAGP,0.05535
GTF2A1L,0.05539
TEX261,0.0554
EMCN,0.05542
TLE1,0.05552
LRRC14B,0.05555
SLC17A6,0.05556
TXNDC15,0.05557
BTBD6,0.05559
KLF6,0.05559
MSTN,0.0556
MMEL1,0.05561
GHRH,0.05562
FAM150B,0.05562
SLA2,0.05565
PPM1E,0.05567
NEDD9,0.05567
FBXO47,0.05569
NR6A1,0.0557
AKR7A3,0.05571
CES1,0.05572
ACOX3,0.05574
DGKI,0.05575
TMPRSS5,0.05575
ZFP30,0.05577
ATAD3B,0.05579
TGS1,0.05582
PON1,0.05583
S100A6,0.05583
KIF18B,0.05585
STON1-GTF2A1L,0.05587
CTF1,0.05588
RBPJL,0.05591
TMEM163,0.05592
MLKL,0.056
C14orf180,0.05602
ARL9,0.05603
KY,0.05605
OSR1,0.05606
ABHD13,0.05608
IMPDH1,0.05608
CRB2,0.05608
HOXA9,0.05609
HS3ST3B1,0.0561
GPAM,0.05612
CHRNA1,0.05612
DPP8,0.05613
MAP3K11,0.05614
PLCXD2,0.05615
ACSM3,0.05618
RNFT2,0.0562
CDYL,0.05621
ZNF829,0.05622
FBXO9,0.05623
ANXA7,0.05623
MFRP,0.05623
CELA1,0.05625
FBXW9,0.05626
HIBCH,0.05627
OOEP,0.05627
CCDC144NL,0.05628
ATP8B2,0.05629
TPTE2,0.05629
FCHSD2,0.0563
FGL1,0.05631
JUN,0.05631
ANKMY2,0.05633
SRI,0.05634
CDPF1,0.05634
NFYB,0.05635
NUP85,0.05637
LAMB3,0.05638
MMP3,0.05638
RGMA,0.0564
AK7,0.05641
TRIB1,0.05642
RSAD1,0.05643
HABP4,0.05643
TAS1R1,0.05644
CCDC114,0.05644
MCHR2,0.05646
C6,0.05646
PREX1,0.05647
IRF1,0.05648
ISLR2,0.0565
UBE2Q1,0.05651
PAQR3,0.05652
SUFU,0.05653
LMO4,0.05653
ZNF677,0.05654
REEP2,0.05654
SPAG16,0.05654
NMBR,0.05655
SLC14A2,0.05655
IRX4,0.05656
AK9,0.05657
ZNF512,0.05657
FAM78B,0.05658
CXADR,0.05658
INF2,0.05658
RAB11A,0.0566
COX6A2,0.05663
SIX6,0.05664
ZNF83,0.05667
STMND1,0.0567
PATE3,0.05671
ARNTL,0.05672
ALG12,0.05674
KMT2C,0.05675
GLTSCR1L,0.05676
JMY,0.05679
TMEM185B,0.0568
H3F3B,0.05681
ADIG,0.05682
PLCD4,0.05683
SLC27A6,0.05684
PSMB3,0.05685
TEC,0.05686
SOX9,0.05687
LCN8,0.05688
GABARAPL2,0.05691
ZCWPW1,0.05692
EPSTI1,0.05692
C2CD2,0.05693
CYP2C8,0.05694
CORO2A,0.05695
TBC1D29,0.05696
GPR83,0.05696
ARHGEF5,0.05696
PDE3B,0.05702
STAMBPL1,0.05702
SPIN1,0.05702
PPP4R1,0.05706
SLC17A9,0.05706
FAM153A,0.0571
AGPAT4,0.05712
NMRK2,0.05712
TFPI2,0.05718
ATF3,0.05718
SHISA2,0.05719
CCDC33,0.0572
TCERG1L,0.05721
SNX30,0.05721
MGAT4B,0.05722
ALG11,0.05726
C11orf91,0.05727
HINT3,0.05727
FAXC,0.05728
ZNF260,0.05729
PIK3R2,0.05729
MIP,0.05731
PIGV,0.05733
UGT1A3,0.05738
EXOC6B,0.05738
OSBPL7,0.05739
HOXB1,0.05741
TMEM201,0.05745
LGALS9C,0.05748
SLC25A33,0.05748
CCL27,0.05751
PRF1,0.05756
TMEM171,0.05758
HIST1H1B,0.05759
MPP3,0.0576
PCSK5,0.05762
TBX2,0.05766
TULP1,0.05767
C9orf153,0.05767
BIRC2,0.05768
ZFYVE28,0.05771
WDR47,0.05773
HAPLN1,0.05774
GNRH2,0.05776
QPRT,0.05776
CATSPER3,0.05776
GLYCTK,0.05777
MAP2K7,0.05778
CCDC171,0.05778
SAMD15,0.0578
FAM83C,0.05781
RBM34,0.05785
SRSF10,0.05787
SGPL1,0.05789
FAM168B,0.05789
MTF2,0.0579
BACH2,0.05793
CRELD1,0.058
LDB1,0.05802
OTX1,0.05804
HSF4,0.05805
SPON2,0.05806
PDAP1,0.05807
PER2,0.05807
MSS51,0.05808
ZNF69,0.0581
FANCM,0.0581
OCA2,0.05812
TRIM17,0.05812
DMBT1,0.05815
TMED4,0.05815
ZSCAN2,0.05815
KDELR2,0.05818
KRTCAP3,0.0582
PLXNA4,0.05821
ZNF514,0.05821
