Gene,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
CIRBP,-2.3194,-0.50463,0.35648,-0.20764,0.3874,-0.15738,-0.2004,0.20886,0.10901,0.23939
C19orf26,-2.53257,-0.19464,0.22882,-0.0126,-0.06504,0.21203,-0.08639,-0.11809,-0.08912,0.17278
UBAP1L,-2.44626,0.25019,-0.27473,-0.04073,-0.26864,0.01425,-0.03394,0.00975,-0.37974,0.24942
RORC,-0.68274,-0.18127,-0.33863,0.36892,-0.08487,0.40341,-0.08847,-0.0245,-0.25637,0.27486
RABAC1,-0.38913,0.3422,-0.96574,0.17185,-0.04822,0.01461,0.25472,0.14432,-0.06264,0.27727
BAIAP2L1,-2.78066,0.22404,0.2153,-0.02144,-0.12475,-0.16715,0.19473,0.14188,0.12231,0.23733
RGS7BP,-2.65578,0.16294,0.71712,-0.06608,-0.11374,-0.19884,0.1383,-0.01281,-0.0736,-0.00765
FXYD6,0.09776,-0.90515,0.73783,-0.44394,-0.13761,-0.00535,-0.58382,-0.08529,-0.25784,-0.2126
MED17,11.98834,0.33762,1.35496,1.45581,-0.58927,0.78386,-0.10552,0.05518,0.09197,-1.17203
MAP7D1,-3.62175,-0.3495,-0.00505,-0.00926,-0.55182,0.75482,-0.19459,0.13022,0.1546,0.27629
CCDC172,-0.91629,-1.22123,1.58962,-0.09441,0.54978,-0.16455,-0.01101,0.44359,0.08462,-0.04215
ATP9A,-2.64163,-0.05582,0.19618,0.04582,-0.21564,0.38676,-0.1957,0.05426,0.12434,-0.07696
POFUT1,-1.90653,0.26574,-0.51216,-0.0692,0.29639,-0.10124,-0.10403,0.24081,0.07732,0.13753
NPC1,-1.47643,0.36422,-0.25748,0.1391,0.21982,0.01655,0.29746,-0.15506,-0.06105,0.33415
ZNF580,-0.71498,0.70011,-0.48089,0.05999,-0.08622,0.10366,0.32828,-0.17599,-0.12343,0.1652
PIAS2,-1.51409,-0.85118,1.65971,-0.06515,-0.3226,0.31567,-0.05777,0.28586,0.19069,-0.13821
SPDYE1,7.81439,0.99074,0.88111,1.26658,0.61011,0.79918,-0.38447,-0.81494,-0.18805,-0.20044
EAPP,6.95402,-0.63429,-1.12587,0.33027,0.96355,0.50943,0.37588,-0.18608,0.88784,-0.59946
KLK10,-3.20938,0.52842,-0.76493,-0.04803,0.01302,-0.30287,0.26642,0.18665,0.28568,-0.25612
HIST1H1E,-7.26789,1.92709,0.75995,0.86728,-0.45992,0.35666,-0.51182,0.32571,0.46917,-0.44084
NUTF2,31.91382,1.46216,1.25153,1.89397,-1.62213,-0.73725,0.81259,-0.98199,-0.13701,-0.06817
HIC1,-2.07726,-0.53702,-0.06017,0.16633,-0.48136,0.26285,0.10834,0.06574,-0.13237,0.31784
AHSA1,-1.11378,-0.13261,0.58643,-0.19547,-0.4458,0.03396,0.32239,0.26397,0.00298,7e-05
LSM14A,3.58078,-0.5122,-1.15238,-0.22719,0.03518,-0.31034,-1.02987,0.21494,-0.00543,0.18431
IRF5,-4.27499,-0.33967,-0.03908,-0.1006,0.37885,0.01998,-0.24057,-0.25653,-0.28889,-0.28075
TRMT2A,-2.47998,0.20986,-0.13734,0.03287,-0.21954,0.04065,0.0906,0.16111,-0.04055,-0.12383
GSTCD,-0.87954,-0.36363,-0.29871,0.058,0.10092,0.13317,0.10893,0.2664,0.06362,0.27663
MYO3B,-0.49088,0.23213,-0.16371,0.22292,0.03393,0.06082,-0.16746,0.05742,-0.21221,0.22513
ZNF280B,-3.57879,-0.42744,0.37111,0.00541,0.16867,-0.06709,-0.03833,0.2457,0.24823,0.14721
HSPA12B,-1.53786,-0.14981,-0.00391,0.33746,0.16474,0.01497,-0.24916,-0.01162,-0.23102,0.15224
NPPB,-3.98415,0.04964,0.49084,-0.10073,0.41034,-0.18099,0.01331,-0.18647,-0.16163,-0.10906
CD300C,-0.32713,-1.10292,-1.19207,-0.51726,0.79674,0.21072,-0.50431,-0.52878,-0.50945,0.02801
GZMA,2.32684,-1.15084,-0.69594,-0.64592,0.298,-0.32565,-0.17734,-0.31201,-0.57214,0.16902
EBF2,-1.13107,-0.02908,-1.23583,0.17601,-0.33162,0.2387,0.06183,0.12595,0.17548,0.26288
ZNF17,0.26852,0.29768,-0.22596,-0.22491,0.29324,-0.11434,-0.18771,-0.58675,-0.30686,-0.23825
MNAT1,5.53876,3.67503,0.87598,-0.548,0.07104,0.43463,0.87825,-0.605,0.18168,-0.54294
PIP5K1C,-1.06007,-0.43922,-0.81836,-0.0159,0.1972,-0.19104,-0.15132,-0.15613,-0.23595,-0.12204
AP5Z1,-0.83006,0.04488,0.18279,-0.20722,-0.04582,0.14649,-0.06337,-0.22128,-0.28506,-0.09923
FAM154B,-0.99229,-0.52881,1.08346,-0.35967,-0.2251,0.14978,-0.26163,-0.21637,-0.11809,-0.10948
KRT38,-4.28796,-0.53368,0.37048,0.01788,0.17102,-0.33557,0.20641,0.2891,0.25056,-0.21383
DYM,0.57382,-0.50516,0.6197,0.24553,-0.0107,0.23025,-0.04608,0.28696,0.03591,-0.17482
ST20,-1.41005,-0.89909,-0.0132,-0.28216,0.17483,-0.25488,0.10699,-0.19378,0.3322,-0.09904
PLEKHA4,-1.10383,-0.44899,-0.85649,-0.38753,-0.03268,-0.05378,0.18809,-0.33378,-0.0943,-0.13447
ZNF527,-1.52516,-0.39496,-0.01314,0.34291,0.72909,-0.21939,-0.28076,0.70077,0.5019,0.06311
ELMOD3,-0.17445,0.39964,-0.17341,0.19242,0.26794,-0.16064,-0.31821,0.10845,-0.29589,0.15008
CRHR2,-0.99392,-0.36724,-0.66636,-0.18714,-0.10547,-0.14765,-0.149,0.0163,-0.32284,0.08941
BATF3,-1.79668,-0.47864,-0.49502,-0.35634,0.11423,-0.25692,-0.15599,-0.08626,-0.05812,0.04831
RNF222,-2.55336,0.48536,-0.27865,-0.04917,-0.01727,-0.10686,0.00358,-0.14683,-0.07066,-0.16117
LGALS2,-2.55757,-0.39,0.60507,-0.10648,-0.25351,0.1994,-0.09988,0.03453,0.0497,0.04481
MAFG,1.06411,-0.35221,-1.28414,-0.11411,0.04558,-0.05252,-0.22729,-0.21051,-0.06789,-0.17563
GAPDH,6.38957,0.40347,-0.41276,-1.3772,-1.40708,-0.91418,0.57503,-1.83503,0.73217,-0.01601
KIAA1191,-2.93179,-0.46315,0.4007,-0.29781,-0.03764,-0.10812,-0.32899,-0.03896,-0.0996,0.32064
ELAVL2,-2.45309,-0.14876,0.3902,-0.26917,-0.4481,0.01313,-0.09461,-0.19248,-0.22094,-0.10846
CARD11,-1.26532,0.38282,-0.14501,0.17924,-0.4151,0.5775,-0.0377,-0.14588,-0.25739,0.07559
ZSCAN9,-4.2406,0.12564,0.25239,-0.1554,-0.4242,0.02831,-0.09462,0.27419,0.26551,-0.0705
ZNF660,-3.97501,-0.58939,0.30148,-0.11846,-0.40803,-0.00392,0.29323,-0.08851,0.11435,-0.07447
PITPNM2,-1.55304,-0.09833,-0.91801,-0.0377,-0.15077,0.13963,-0.05494,0.04173,-0.26394,0.24469
MYT1,-1.38021,0.01075,0.74907,0.0481,0.37309,0.03122,-0.3883,0.11263,0.0703,-0.31864
TMEM232,-2.12641,-0.59439,0.80607,0.10709,0.29957,0.09211,0.19377,0.03453,0.17467,-0.01151
DUSP6,-1.89917,-0.56165,-0.69009,-0.1109,-0.78067,0.21048,0.25985,-0.16752,0.04386,0.06725
VRK3,-3.12166,-0.20375,0.22864,0.04835,0.50177,-0.10579,-0.21122,0.03426,0.16256,0.03745
FAM150B,-2.14855,-0.60595,-0.43557,-0.05566,-0.37998,-0.12022,0.11572,0.19465,0.13176,-0.07505
TRIM41,-0.99467,0.19823,-0.01172,-0.2999,0.15436,0.02692,-0.01925,-0.2342,-0.33826,0.2405
RASA3,-2.70488,0.22661,-0.68872,-0.00887,-0.13476,0.08154,0.286,0.1272,-0.13109,-0.11346
ZNF213,0.26819,-0.83348,-0.26927,0.04071,0.80329,-0.19388,-0.04353,0.12359,0.1418,0.06516
IZUMO4,-3.35754,0.29071,0.12256,0.01755,0.37275,-0.15759,-0.4509,0.14394,0.13765,-0.06887
COL18A1,-1.11893,0.04885,-0.15712,-0.07842,-0.46589,0.11571,0.13699,0.02281,0.07733,-0.30501
FGL1,-0.9638,-0.0498,0.33208,0.21034,0.72685,-0.16723,-0.34313,0.09393,0.0587,0.05121
ZNF219,-0.97738,-0.82701,-0.61631,0.02583,-0.63602,0.42216,0.14326,0.05233,0.12771,0.24361
PRUNE,0.40698,0.31754,-0.79347,-0.11782,0.15235,0.33844,-0.24397,0.02642,-0.15302,0.20588
RBM48,5.63698,0.92646,0.13065,0.98042,0.84799,-0.92083,-0.21785,0.97566,-0.10868,-0.98815
SLITRK3,-2.92553,0.34343,-0.33392,-0.1048,0.0039,-0.22658,0.10345,0.09395,0.1183,-0.18954
C19orf60,-2.77789,0.73697,-0.35115,0.22789,-0.36668,-0.24927,0.09695,0.12449,0.03749,0.17224
PTP4A3,-0.26433,0.60507,-0.06502,0.21983,-0.2517,0.42014,0.01839,-0.43785,-0.27679,0.15756
ZCCHC6,-0.42932,-0.55483,0.12054,0.40712,-0.19875,-0.20734,-0.11269,0.20392,0.41101,0.2786
C8orf34,-0.95899,-0.45764,-0.4999,0.10263,0.357,-0.22935,-0.04027,0.07907,-0.17089,0.1039
C12orf56,0.11347,0.66867,-0.04363,0.44923,0.33495,-0.00797,-0.44298,0.07029,-0.13974,-0.03543
THAP4,-2.28796,-0.36166,-0.03693,-0.61577,0.30584,-0.22354,-0.1632,-0.05408,-0.06756,-0.09956
PLAT,-4.2089,0.65066,-0.87169,0.15467,0.12131,0.29102,-0.07967,-0.08458,-0.26452,-0.05795
RUNDC3B,-1.73693,-0.67317,0.66433,0.3012,0.78809,-0.07445,0.27515,0.12082,0.21845,-0.16281
MT2A,-2.05469,2.37522,0.83509,0.74978,-0.71433,1.16365,0.20558,-0.26933,-0.47595,0.23159
SDHA,0.32982,1.48738,0.08842,-1.06619,0.81791,1.57553,0.97559,-0.10616,0.2954,-0.58235
SLC35G1,-0.78537,0.08956,-0.13281,-0.01944,-0.34318,0.24787,-0.15704,0.07278,-0.19458,0.02576
TMED9,-2.58012,1.25219,0.72262,0.5278,0.24102,-0.10736,-0.31581,0.10674,0.2097,-0.24397
FMN2,-3.49124,-0.12451,-0.7647,-0.03803,-0.34152,-0.02542,0.11367,-0.01412,-0.02151,0.04972
ADAM12,0.26704,-0.06808,-0.36,0.04989,-0.18871,0.16152,0.0908,0.03922,-0.02385,0.03829
NPM2,-1.98197,0.01141,0.56244,-0.08597,0.19596,0.10858,-0.05784,0.02743,-0.07541,-0.10186
BRPF3,-0.09098,-0.23711,-0.98679,-0.03599,-0.85764,0.23241,0.25682,0.25398,0.16438,0.14544
AK4,3.83198,-0.23116,-2.55333,0.32113,-0.07936,0.13804,-1.41665,-0.15458,-1.00967,0.45497
ZDHHC18,0.71708,-0.93475,0.78634,0.32273,-0.52079,0.93358,0.12093,0.20705,-0.0467,0.64585
VWA1,-2.83524,0.52389,0.13702,0.45249,0.0613,-0.18944,-0.26705,-0.0109,-0.0047,-0.15305
ZAP70,-3.68648,0.3757,-0.57229,0.31076,-0.14487,0.00615,0.18813,-0.01546,0.17996,-0.10573
HOXC13,-0.32438,-0.5301,-0.10616,0.27196,-0.57948,0.84779,0.11784,0.29497,0.61954,-0.20182
SPIRE2,-2.55633,0.1062,0.05308,0.11501,-0.12682,-0.03405,0.05594,-0.12053,-0.19653,0.05284
PTPRG,-1.33931,0.53868,0.06998,0.15157,-0.49956,0.15117,-0.17831,-0.00625,0.09071,0.10407
SOWAHA,-2.08662,-0.02781,-0.77313,0.08812,-0.08596,-0.2025,0.18729,0.12834,-0.07644,0.0449
CCT6B,-2.68276,-0.22462,0.47816,0.22596,0.70213,-0.20844,0.25021,0.33533,0.25302,-0.2227
HRH3,-2.07284,-0.11587,0.69512,0.07507,0.2422,-0.03372,-0.04504,-0.18945,-0.02446,0.0319
PKLR,-0.14669,-0.19255,-0.76719,0.44655,-1.12293,0.44959,0.14104,-0.16764,0.03749,0.12473
ILF2,10.31882,1.39712,1.97434,-1.7115,-1.08974,-0.94419,-0.29241,-0.64655,0.40216,0.14922
CNTN2,-2.69248,0.83233,-0.05979,0.51965,0.38046,-0.0798,0.2372,0.06688,-0.00303,-0.17163
LALBA,-3.19835,-0.12062,0.19243,0.26457,1.04903,-0.40727,0.00461,-0.00576,0.11171,-0.18973
RPAP3,8.98221,-0.17587,1.55211,0.374,-0.79662,-0.64162,0.87098,-0.40218,-0.34398,-0.41944
PPP1R3B,-2.49252,0.10116,-0.37246,-0.00763,0.11021,0.0827,0.01924,0.12841,-0.00089,0.36602
IDUA,-1.69377,-0.08962,-0.42215,-0.04914,-0.30927,0.14771,0.07809,-0.04855,0.06974,-0.07529
STK38,-0.74004,-0.95584,0.07657,-0.4441,0.12413,0.04222,0.10264,-0.07472,-0.18698,-0.14734
HEMK1,-3.13287,0.18376,0.56455,-0.07662,0.1334,0.06225,0.19381,0.32659,-0.17297,-0.34641
NOL9,13.52432,2.38403,0.24633,-2.7562,-0.42431,-1.44314,-0.91004,-0.42834,-0.26691,0.59731
ZNF615,-2.19198,0.29832,0.82277,-0.00062,-0.15515,0.19551,0.18386,0.0146,0.1688,-0.11406
TBX6,-1.12668,-0.00553,0.13626,-0.00597,-0.0152,0.22009,-0.31575,0.30782,0.03592,0.10859
IKZF3,-4.91309,0.76025,0.73567,-0.00664,0.14958,0.439,0.28205,-0.73398,-0.28326,0.13871
FAM155A,-2.52966,-0.01795,0.11189,-0.19091,-0.29949,0.02042,-0.1098,-0.01449,0.12959,-0.09077
UBC,3.10728,-0.10943,-0.95612,1.55212,-0.94481,-0.83926,0.22054,0.81271,0.8671,-0.3771
LDHA,6.60383,-1.82259,-1.91502,-0.69104,1.3749,0.20033,-2.32809,-0.7369,-0.60923,-0.15978
PXMP2,-3.88032,0.036,0.05664,0.14969,0.2671,0.13504,-0.2078,0.04022,0.24125,-0.22259
OAT,-0.13756,0.81448,1.15993,0.32384,0.46147,0.24256,-0.13993,-0.32327,-0.18527,-0.08054
TMEM5,-0.96802,-0.7715,0.60651,-0.00424,-0.27855,0.03529,-0.42359,0.19678,0.25855,0.14349
BRD7,4.14887,0.16247,0.00093,-0.0042,0.04648,0.56661,-0.39854,-0.49887,-1.04648,0.04462
GJD3,-2.12121,0.20222,-0.14313,0.16254,0.08203,0.24616,0.02115,-0.06536,0.15888,-0.46421
SCGB1D4,-3.13553,-0.76463,0.52143,-0.10098,-0.44836,0.17826,0.26533,-0.12465,0.09911,-0.04502
FANCD2OS,-3.79719,-0.03747,-0.40715,0.0914,0.03839,-0.28569,0.06583,0.00895,-0.0009,-0.01958
KERA,-1.58511,-1.43134,1.72819,-0.26979,-1.18501,0.49186,0.70071,-0.01266,0.30255,-0.15335
ORC3,3.71229,-0.81353,0.31197,-0.68994,-1.35158,-1.12176,-0.17449,-0.8639,0.11363,0.44522
DNAH6,-4.32633,-0.50025,0.12512,-0.07677,0.3503,-0.28123,0.08085,0.09557,-0.20429,-0.0247
MMP26,-3.2761,0.7076,0.37964,0.01861,-0.03405,-0.34697,0.09237,-0.04182,0.08711,-0.07157
KNCN,-1.70522,-0.17448,-0.34654,-0.02891,0.16429,-0.24091,0.17745,0.08369,-0.14843,0.13133
MYOC,-1.9326,-0.27306,0.55701,-0.22622,-0.21539,0.0032,0.18126,-0.19563,-0.17746,0.09245
CDKN2AIPNL,-1.9492,0.63941,-0.1729,-0.17153,0.08271,0.14181,-0.32803,-0.24743,-0.27328,-0.26216
NDUFV1,2.75147,-0.2911,-0.01041,-1.1816,0.01118,0.39076,0.46551,1.15112,-0.79406,-0.69672
TMEM41A,-1.24076,0.05361,0.8578,0.03867,0.10834,-0.08681,0.13323,-0.00613,0.12474,0.35413
COL27A1,-2.96854,0.01526,-0.86869,0.2402,-0.09191,-0.01317,0.16329,0.09176,-0.04612,-0.0457
STK32A,-3.19482,-0.07885,0.82251,-0.10144,0.01997,-0.16481,0.13627,0.01913,0.16429,-0.28403
CACNA1H,-0.64081,-0.37568,-0.89891,0.03352,-0.09037,-0.28776,0.28049,-0.03745,-0.15766,0.221
ZNF234,-2.08521,-0.62335,0.30285,0.13036,0.29626,-0.36073,0.49089,0.19978,0.51854,-0.14873
PARVA,-1.03534,0.07308,-0.21322,0.39791,0.05305,-0.8429,-0.01316,-0.12918,0.06734,-0.15472
RAD51AP1,-0.75007,-0.75564,0.90419,-0.78646,-0.51617,0.0084,0.16859,0.05679,0.33133,0.17294
YBX2,-0.71734,0.0257,0.37548,0.05404,0.05091,0.30323,0.01858,-0.61112,-0.3741,-0.14943
CFHR4,-1.52793,-0.66566,-0.10729,-0.11214,0.17882,-0.08932,-0.07051,-0.05989,0.02544,-0.19045
CHGA,-2.77121,0.13646,0.68976,-0.02815,0.01785,0.05165,-0.01913,-0.10872,-0.01948,-0.13177
PPP4C,13.80027,1.88413,-0.79784,-3.14462,1.18211,0.79586,-0.37038,-0.18619,1.67583,-0.56706
ASCL4,-1.20989,-0.1181,-0.28133,-0.1197,-0.30569,-0.31176,0.09002,-0.19517,-0.12895,0.15682
MPV17L,-1.61673,0.14423,-0.54194,-0.06817,0.0296,-0.06114,-0.21288,0.19152,0.14394,-0.25133
SSBP1,3.74639,1.22376,-0.34565,-1.2343,0.73336,0.4306,0.90582,1.43924,-0.52356,-0.62609
MED21,11.4402,-0.36126,0.20458,0.58274,-1.16949,0.95482,0.73903,-0.42757,0.17636,-0.58489
ZNF84,-3.56434,0.40652,-1.19704,0.21201,-0.0139,-0.00831,0.02483,-0.11707,-0.03076,-0.11076
NFIA,0.31024,-0.40065,0.24744,0.03849,0.23715,0.06912,-0.07112,0.0322,-0.2248,0.1394
PCDH8,-2.6097,0.2791,-0.16303,0.10382,-0.19319,0.03881,-0.05471,-0.2268,-0.19326,-0.20731
LHX9,-1.15757,-0.1402,-0.28526,-0.06626,-0.38019,-0.10597,-0.03221,-0.13459,-0.27269,-0.18381
TUBGCP3,16.47699,0.28119,-1.377,1.26527,-0.42026,-0.30031,0.20496,0.54151,0.04718,-1.31569
RC3H2,-3.41962,0.12062,0.30156,0.44305,-0.0179,-0.44699,0.00825,0.25651,0.072,0.00359
RNF2,-1.12134,-0.46438,0.26373,0.21726,1.19954,-0.28272,-0.23863,0.26691,0.4549,-0.37696
GLUD1,-2.73363,0.52435,-0.57283,0.07648,0.09556,-0.22567,0.0386,0.02656,0.07399,0.12962
ELSPBP1,-3.62671,-0.03563,0.25172,0.24696,0.40259,-0.21487,0.11686,0.20034,0.13486,-0.07313
STARD3,-2.79687,0.70722,0.32423,0.68281,-0.22096,-0.05368,-0.43572,-0.2347,-0.15354,0.26733
GALR2,-3.4432,-0.11717,-0.80729,-0.12806,0.1193,-0.01933,0.29096,-0.11257,0.10222,-0.19904
UFM1,3.40092,2.0582,1.44418,0.4341,-1.36562,-1.05351,0.08935,-0.22459,0.96963,0.26847
TRIM33,-1.87517,-0.29708,0.48276,-0.2847,0.47748,0.44985,0.27137,-0.33859,0.44393,0.00863
MMS19,6.97304,0.8094,-0.28295,-1.86959,-0.69604,-1.16706,0.12012,-0.2795,0.57733,-0.20351
EIF2B3,20.17927,-1.10963,-0.87474,0.10904,0.93795,-0.87497,-0.34065,1.53882,0.25446,-0.33063
FNIP2,-2.04664,0.08811,-0.68332,-0.22078,-0.11544,0.04097,-0.05138,-0.10228,-0.09937,0.35915
TEFM,3.22516,0.12823,0.20184,-1.2145,0.14613,0.22911,0.22546,1.54196,-0.68164,-0.4738
SNED1,-1.59663,0.99314,-0.81079,0.37715,0.09896,-0.09172,-0.08632,0.02575,0.10008,-0.0411
PGM2L1,-1.20782,-1.37096,1.30456,-0.00274,-0.60816,0.56426,-0.00743,0.09834,0.05351,-0.04085
LILRA2,-2.86693,-0.03919,0.09822,-0.05622,0.24064,-0.39015,0.2857,-0.1181,-0.06747,-0.0797
TPPP3,-0.54921,-0.13218,-0.26999,-0.47127,0.60143,-0.71817,0.21367,-0.29806,-0.22717,0.12203
RASSF5,-1.16933,0.39547,-0.20608,0.05101,0.11674,0.02188,-0.03289,-0.09236,-0.0605,-0.1368
TMEM202,-2.94748,-0.14618,-0.13575,-0.18064,-0.08498,-0.23747,0.00177,-0.01929,0.17794,-0.35327
KLHL28,-3.11624,-0.1463,-0.16666,-0.06598,0.42064,-0.04932,0.14979,-0.05822,0.21984,-0.15549
PALM3,-2.17196,0.53574,-0.49022,0.24736,0.18366,-0.06928,-0.04753,-0.01975,-0.1843,-0.29084
CYR61,-2.14013,-0.1978,-0.06355,0.02902,0.00917,0.08927,-0.03138,-0.01234,0.02637,0.23248
SMARCC2,-1.314,-0.30031,-0.81092,0.39682,-0.51054,0.18887,0.55486,0.09045,0.55996,0.19135
USE1,2.97181,0.37223,-0.23766,-0.22132,-0.71764,0.22413,0.09478,0.24063,0.12266,0.09149
ZNF586,-0.63148,-0.76892,0.86374,-0.19288,0.2504,0.0427,-0.08123,-0.10685,0.05259,-0.16821
TSPAN5,-1.8104,-0.15334,0.0841,-0.2081,-0.23932,0.26286,-0.01251,-0.16219,-0.26079,0.28795
MKRN2,-1.90682,-0.29358,-0.65164,0.11967,0.03766,-0.23183,-0.02683,0.24127,-0.08454,0.18584
NPW,-2.51863,-0.10969,0.06182,0.26424,-0.08912,-0.00305,-0.08588,0.02837,-0.07325,0.07327
NUCKS1,1.03556,-1.43575,2.29173,-0.24139,-0.22947,0.36617,-0.0317,0.14496,0.24393,0.14951
AURKA,11.33263,0.11659,0.57027,2.79206,-0.82693,0.41972,0.08771,0.2105,-0.72608,-0.31009
ABHD12,-1.23872,0.17245,-0.10339,-0.05834,0.39778,0.00045,0.12233,-0.01876,0.22297,-0.2976
IRF2,-1.51298,0.31011,-0.11315,-0.26953,0.16543,0.07561,0.41021,-0.10533,-0.00692,0.15495
FAM187B,-2.49453,-0.18126,0.10029,0.1133,0.37988,-0.03144,0.14663,0.09306,0.04182,0.07546
ATG9A,1.53409,0.01682,-0.34645,0.05585,0.25534,-0.38746,0.032,0.04536,0.00279,0.08669
LIN28A,1.37793,-1.09904,-0.6661,0.16801,0.10453,-0.1621,-0.12214,0.01251,-0.38291,0.21655
TFR2,-2.06105,0.16783,-0.7347,0.3004,0.25244,0.01931,0.21551,-0.07441,0.00635,-0.02495
EXOC1,5.39244,0.78998,-0.20368,-0.23342,-0.89139,-0.18159,-0.38991,-0.05698,0.05647,0.1413
SPRTN,8.59772,0.52718,-0.5705,-0.2876,0.13819,-0.51289,-0.53645,-0.14514,0.26976,-0.65072
CASC5,10.10074,-1.57784,1.13028,2.11877,0.82706,0.33131,0.22793,0.15407,-0.05258,-0.86522
TMEM158,-1.36547,-0.03314,-0.80268,-0.10514,-0.76153,0.111,0.17605,-0.1445,-0.02925,-0.09204
ZNF460,-1.30597,0.13594,-0.62697,0.01645,0.07664,-0.20965,-0.01286,0.05679,-0.0455,-0.05853
NPTN,-2.98473,-0.01237,0.30967,0.11956,0.36351,-0.20793,0.17599,0.01176,0.22212,-0.28021
KRIT1,-2.70088,0.63283,0.20032,-0.24491,-0.07906,0.40647,0.26739,-0.18435,0.06913,-0.20735
AZIN1,-0.5129,0.64568,0.5036,0.19351,1.27059,0.50164,0.509,-0.05353,0.43189,0.19241
ZBTB25,-1.70731,-0.30209,0.49484,-0.1422,-0.19507,-0.15204,-0.08863,0.16084,0.07697,0.02059
ZNF764,-4.25564,0.40263,-0.05063,0.22317,0.37205,-0.09929,0.07895,0.16481,0.1921,-0.19507
LEKR1,-2.97972,-1.42973,2.91551,-0.10701,0.49946,-0.07853,-0.1705,0.20182,0.25892,-0.3245
BRI3BP,0.23329,-0.66264,-1.02796,-0.52956,-0.37533,-0.07896,-0.04767,0.1564,0.20784,-0.16561
MYBPC3,-0.72747,0.04891,-1.11481,0.44814,-0.31759,0.05568,0.24753,-0.15105,0.01846,0.18608
TMX2,2.67153,1.69653,0.61604,-0.24633,1.06764,0.51632,-0.04962,0.11529,0.48959,0.20395
EXOSC6,17.01726,1.29271,-0.53531,-1.55422,-0.82228,-0.51914,0.65341,1.7632,1.23157,0.78148
CCDC90B,2.31906,-1.428,0.3284,-0.41015,0.26883,-0.31673,-0.19307,-0.11325,-0.22617,-0.5306
CPQ,-2.62635,1.12864,-0.53654,0.24175,-0.2146,0.15186,-0.22222,-0.26034,-0.12536,-0.17956
AP1B1,-0.19559,-0.24056,-0.05587,0.02872,0.18846,0.28527,0.18472,-0.15763,-0.07658,-0.09482
SULT1A1,-0.6981,-0.81682,-1.13394,-0.45614,0.94439,-0.62391,-0.18636,-0.02567,0.01307,-0.05156
AQP6,-0.98682,0.28284,-0.01476,-0.03222,0.33202,-0.1164,-0.1335,-0.40352,-0.33701,0.00668
AKIRIN1,2.091,-0.13372,0.14782,0.44083,-0.47817,0.22209,-0.63003,0.06519,0.08333,0.28947
RIPK3,1.02005,0.12609,-0.59861,0.34459,-0.38196,0.56082,0.25231,-0.14365,-0.18269,-0.14931
NEDD4L,-0.53542,0.05199,-0.64536,-0.10532,-0.00168,-0.0581,-0.07731,-0.21353,-0.39908,0.14422
GOT1,-1.47771,-0.17619,-0.65017,0.12801,0.05383,-0.11531,-0.00017,-0.13643,0.27854,-0.00576
VTI1A,-1.96789,0.5155,0.33363,0.23145,-0.22446,-0.0504,0.01582,0.20694,0.14513,0.02989
CSDE1,1.07847,0.19364,0.0224,1.01583,0.25696,-0.34342,0.29725,-0.2204,-0.06746,0.81155
AAMDC,-2.46846,0.10025,0.311,0.06639,-0.14941,-0.33453,-0.08924,-0.1451,0.07225,-0.06132
LARS,22.90573,-2.39693,0.1271,-1.19914,0.09188,-0.73226,0.18072,0.418,0.51989,0.23224
C2CD4D,0.371,-0.06871,-0.56113,0.09272,-0.80549,-0.03836,0.09585,-0.18327,-0.01612,0.20581
FAM89B,-1.50029,-0.17232,-0.08202,0.14261,-0.12205,-0.00819,-0.12315,0.29974,0.17854,-0.15971
NFKBIZ,-2.40428,-0.00883,0.00261,-0.29254,0.09213,0.14299,-0.08817,-0.23888,-0.17807,-0.19312
CORIN,-3.01328,0.42075,-0.34746,-0.04783,-0.52472,0.01731,-0.00806,-0.21033,-0.31313,0.09641
FCER2,-2.75241,-0.58285,0.55805,0.01434,-0.08075,0.09831,0.07663,0.13722,-0.07811,-0.16279
ZNF519,-0.14487,-0.5385,0.62975,-0.62511,1.42952,-0.50871,-0.67073,-0.15811,-0.09466,-0.18528
CDK9,21.80641,-0.45019,0.62712,-1.36097,-0.18401,-0.63602,1.01139,-1.22432,-0.24791,0.20927
BLID,-1.48275,0.01318,0.06799,-0.12384,0.22426,-0.11739,-0.20078,0.22793,0.24011,0.08994
SCN3A,-2.23637,-0.42785,1.44995,-0.13932,-0.37687,-0.13826,0.30236,-0.10496,-0.05389,-0.09386
TNS3,0.10874,0.56166,0.59404,0.83071,-0.49903,-0.16261,-0.38394,-0.28216,0.32461,0.57481
NME4,-2.52529,0.1855,-0.34833,-0.0691,0.21363,-0.16656,-0.03176,-0.14586,-0.14876,-0.05454
SPIB,-0.27433,-0.47884,-0.04902,-0.24425,-0.28015,-0.04482,-0.07662,-0.12532,-0.13954,-0.02449
TMEFF1,-1.46949,-0.69409,0.67799,-0.24312,-0.57415,0.38789,-0.06633,0.13028,0.17415,0.15271
HIST2H2BF,-0.39938,-0.77312,-0.45234,-0.22749,0.71972,0.14439,0.43245,0.49915,1.56015,-0.38772
TBC1D16,-1.89915,0.46548,-0.01818,0.15754,0.24041,0.09734,0.17372,-0.1625,-0.16895,-0.16146
TMPRSS11B,-1.90325,-0.37532,0.2856,0.01815,0.76092,-0.41884,-0.26233,0.15004,0.13863,0.38092
